test_image,response,resptime,r/g/b, q, expected, category, size (in Bytes)
parrot-1,3,7.01033,r,8,True,dominant,1378776
colorful-flowers,3,4.721933,b,16,True,bunt,1701535
colorful-flowers,2,1.829892,g,16,True,bunt,1806067
landscape-mountains-1,2,3.082262,b,64,True,bunt,1666004
landscape-mountains-1,3,3.244209,r,2,False,bunt,1959463
women-portrait,4,4.109427,r,8,True,dominant,1548721
women-portrait,5,1.760583,b,2,False,dominant,1673259
parrot-1,5,2.326646,r,2,True,dominant,1476590
sunflower,5,2.07956,b,2,False,dominant,1782336
colorful-flowers,1,2.236388,g,64,True,bunt,1698274
boy,1,0.904815,g,32,False,ausgeglichen,1755699
colorful-flowers,2,2.447223,r,32,True,bunt,1737132
women-portrait-blue,4,2.367498,b,2,True,dominant,1622899
women-portrait,4,1.48719,b,16,False,dominant,1512537
landscape-mountains-1,2,2.290251,g,16,True,bunt,1802081
sunflower,4,3.738091,b,32,False,dominant,1519261
boy,2,2.642776,b,32,True,ausgeglichen,1724880
sunflower,4,5.230129,b,8,False,dominant,1642842
parrot-1,3,7.253811,b,32,False,dominant,1279196
colorful-flowers,3,2.386465,b,2,True,bunt,1948480
women-portrait,3,2.87906,r,16,True,dominant,1489510
boy,3,6.469211,b,8,True,ausgeglichen,1846232
protrait-man,3,1.532358,b,16,False,ausgeglichen,983930
sunflower,4,1.64929,r,64,True,dominant,1521414
parrot-1,1,2.04832,g,32,False,dominant,1316312
buildings-1,2,1.613651,b,64,True,bunt,1464487
women-portrait-blue,4,3.033286,b,16,True,dominant,1470592
parrot-1,5,4.092815,b,8,False,dominant,1376723
parrot-1,4,1.707876,r,16,True,dominant,1328697
parrot-1,1,6.328653,r,64,True,dominant,1248183
chameleon,3,2.612089,r,16,False,dominant,1602827
buildings-1,3,2.892208,g,2,False,bunt,1742597
protrait-man,1,1.616402,g,16,False,ausgeglichen,1021255
women-portrait,4,4.653889,r,2,True,dominant,1668639
colorful-flowers,4,3.99449,b,32,True,bunt,1650075
protrait-man,2,2.936134,g,8,False,ausgeglichen,1057146
colorful-flowers,1,1.300846,r,64,True,bunt,1687900
landscape-mountains-1,2,2.261309,r,32,False,bunt,1697798
protrait-man,3,5.560198,b,8,False,ausgeglichen,1019660
boy,4,3.357398,r,2,True,ausgeglichen,1970444
boy,2,1.370432,r,64,True,ausgeglichen,1665296
women-portrait-blue,3,1.903777,g,8,False,dominant,1533223
boy,4,,n,0,False,ausgeglichen,3613333
buildings-1,3,,n,0,False,bunt,3614372
chameleon,5,,n,0,False,dominant,3612735
colorful-flowers,4,,n,0,False,bunt,3615135
landscape-mountains-1,5,,n,0,False,bunt,3612553
parrot-1,4,,n,0,False,dominant,3613869
protrait-man,4,,n,0,False,ausgeglichen,3611150
sunflower,5,,n,0,False,dominant,3615358
women-portrait,5,,n,0,False,dominant,3612827
women-portrait-blue,4,,n,0,False,dominant,3611479
colorful-flowers,4,32.897958,g,8,True,bunt,1865947
colorful-flowers,3,2.667896,g,32,True,bunt,1745745
parrot-1,4,4.321815,b,32,False,dominant,1279196
sunflower,5,2.436796,r,2,True,dominant,1794731
women-portrait-blue,5,1.35233,b,64,True,dominant,1379057
chameleon,5,1.682794,b,32,False,dominant,1526202
sunflower,4,2.430539,b,2,False,dominant,1782336
protrait-man,4,1.688112,b,2,False,ausgeglichen,1098420
protrait-man,4,3.80728,r,8,False,ausgeglichen,1027811
chameleon,5,1.472533,g,8,True,dominant,1674493
landscape-mountains-1,3,1.441756,g,32,True,bunt,1743767
parrot-1,4,2.821781,g,8,False,dominant,1409332
women-portrait-blue,5,2.467474,b,16,True,dominant,1470592
protrait-man,2,2.284786,b,64,False,ausgeglichen,917447
colorful-flowers,3,8.990894,g,2,True,bunt,1979529
women-portrait-blue,3,2.42611,r,16,False,dominant,1430798
boy,4,1.89286,b,2,True,ausgeglichen,1967649
landscape-mountains-1,3,5.769218,r,8,False,bunt,1825728
protrait-man,4,6.162583,g,2,False,ausgeglichen,1120786
landscape-mountains-1,1,2.478064,g,64,True,bunt,1693941
landscape-mountains-1,2,4.941685,b,2,True,bunt,1966749
buildings-1,3,2.825427,g,8,False,bunt,1639884
buildings-1,1,1.644403,g,64,False,bunt,1504452
boy,5,3.43556,g,2,False,ausgeglichen,1986269
protrait-man,1,2.76553,b,32,False,ausgeglichen,947520
parrot-1,2,2.505017,b,2,False,dominant,1474967
sunflower,1,2.076539,g,32,True,dominant,1575103
women-portrait-blue,3,2.758396,r,8,False,dominant,1481163
boy,1,1.787866,g,64,False,ausgeglichen,1697505
landscape-mountains-1,2,3.774004,b,8,True,bunt,1848711
buildings-1,3,2.150057,g,2,False,bunt,1742597
chameleon,5,3.730919,r,8,False,dominant,1656610
women-portrait,5,1.296363,g,8,False,dominant,1593928
protrait-man,2,2.734563,g,8,False,ausgeglichen,1057146
chameleon,5,2.73161,b,16,False,dominant,1577943
sunflower,3,4.215741,b,32,False,dominant,1519261
boy,3,2.892475,g,8,False,ausgeglichen,1885348
parrot-1,1,1.684107,g,64,False,dominant,1286005
women-portrait-blue,4,4.565832,g,8,False,dominant,1533223
buildings-1,3,2.133948,r,32,True,bunt,1501470
buildings-1,1,1.558739,g,32,False,bunt,1540870
colorful-flowers,3,2.466795,r,8,True,bunt,1858237
sunflower,4,3.335443,r,16,True,dominant,1620613
protrait-man,4,3.892759,b,8,False,ausgeglichen,1019660
women-portrait,5,1.757047,g,2,False,dominant,1686824
women-portrait,5,2.161511,r,2,True,dominant,1668639
parrot-1,2,2.542071,r,16,True,dominant,1328697
women-portrait-blue,1,2.158493,r,32,False,dominant,1376305
boy,4,3.222523,b,8,True,ausgeglichen,1846232
boy,4,1.966186,r,16,True,ausgeglichen,1792184
women-portrait,1,1.646275,g,32,False,dominant,1478226
women-portrait-blue,1,1.178798,g,32,False,dominant,1430156
women-portrait,5,10.402317,r,16,True,dominant,1489510
chameleon,5,1.271434,g,2,True,dominant,1780385
women-portrait,5,3.876678,b,16,False,dominant,1512537
boy,4,2.85202,b,16,True,ausgeglichen,1788808
buildings-1,1,2.897112,r,64,True,bunt,1462046
boy,1,0.043722,g,16,False,ausgeglichen,1826677
parrot-1,3,6.801277,r,2,True,dominant,1476590
chameleon,5,2.538686,r,2,False,dominant,1774469
colorful-flowers,3,13.39736,b,32,True,bunt,1650075
boy,1,1.563833,g,32,False,ausgeglichen,1755699
colorful-flowers,1,1.208042,g,64,True,bunt,1698274
buildings-1,3,2.517545,b,8,True,bunt,1620062
chameleon,5,2.175972,b,64,False,dominant,1484135
chameleon,5,1.614086,g,16,True,dominant,1620124
buildings-1,1,3.284001,g,16,False,bunt,1586216
parrot-1,2,1.292284,r,32,True,dominant,1283118
boy,1,1.110531,b,64,True,ausgeglichen,1667838
landscape-mountains-1,1,1.716308,r,64,False,bunt,1645847
protrait-man,3,5.000274,r,16,False,ausgeglichen,995100
sunflower,1,1.417271,g,64,True,dominant,1524907
sunflower,4,3.126728,r,64,True,dominant,1521414
women-portrait,1,2.28448,b,64,False,dominant,1405429
chameleon,4,2.30105,r,16,False,dominant,1602827
landscape-mountains-1,1,1.45605,b,64,True,bunt,1666004
buildings-1,2,5.816259,r,16,True,bunt,1554914
buildings-1,3,1.372139,b,64,True,bunt,1464487
boy,4,2.731031,r,8,True,ausgeglichen,1854167
chameleon,1,2.911973,g,64,True,dominant,1517897
women-portrait-blue,5,2.690161,b,32,True,dominant,1411735
buildings-1,1,1.819004,b,32,True,bunt,1512992
boy,4,3.418432,b,32,True,ausgeglichen,1724880
colorful-flowers,3,3.0173,b,2,True,bunt,1948480
sunflower,4,2.096362,b,16,False,dominant,1577758
sunflower,3,1.697865,r,32,True,dominant,1563355
protrait-man,1,1.881481,g,16,False,ausgeglichen,1021255
landscape-mountains-1,2,2.224601,g,8,True,bunt,1867469
colorful-flowers,2,2.838104,b,64,True,bunt,1607054
women-portrait,4,2.335576,b,8,False,dominant,1566554
parrot-1,3,1.722412,b,8,False,dominant,1376723
women-portrait-blue,4,3.746835,b,8,True,dominant,1517539
women-portrait,5,1.1905,r,8,True,dominant,1548721
sunflower,4,2.498279,g,16,True,dominant,1630932
parrot-1,1,1.394131,r,64,True,dominant,1248183
protrait-man,1,1.030323,g,32,False,ausgeglichen,988913
parrot-1,3,2.272459,g,16,False,dominant,1361433
women-portrait,4,2.743718,b,32,False,dominant,1451947
women-portrait-blue,5,2.905063,b,2,True,dominant,1622899
colorful-flowers,3,2.453188,b,8,True,bunt,1773313
landscape-mountains-1,2,2.555198,r,32,False,bunt,1697798
landscape-mountains-1,1,1.18314,b,32,True,bunt,1719559
women-portrait,4,4.868305,g,16,False,dominant,1536851
parrot-1,1,4.078159,g,32,False,dominant,1316312
landscape-mountains-1,1,3.702871,g,16,True,bunt,1802081
buildings-1,3,2.14039,r,8,True,bunt,1613539
landscape-mountains-1,3,2.907258,r,2,False,bunt,1959463
women-portrait,1,2.597566,g,64,False,dominant,1434450
parrot-1,4,3.350314,b,16,False,dominant,1326265
colorful-flowers,3,4.399262,r,32,True,bunt,1737132
parrot-1,2,4.616586,b,64,False,dominant,1245966
colorful-flowers,3,4.48777,r,2,True,bunt,1976069
protrait-man,1,2.935861,r,32,False,ausgeglichen,955805
women-portrait-blue,2,2.636293,g,16,False,dominant,1494707
boy,4,2.67955,r,2,True,ausgeglichen,1970444
sunflower,4,4.396588,g,8,True,dominant,1692156
chameleon,5,5.07675,b,8,False,dominant,1636571
chameleon,5,1.497172,r,32,False,dominant,1549741
women-portrait-blue,1,1.664842,g,64,False,dominant,1395146
women-portrait,2,3.249635,r,32,True,dominant,1432515
boy,1,2.491532,r,64,True,ausgeglichen,1665296
women-portrait-blue,1,1.217308,r,64,False,dominant,1334286
buildings-1,3,1.926917,b,16,True,bunt,1568876
colorful-flowers,4,1.762852,r,16,True,bunt,1798205
protrait-man,3,3.224861,r,2,False,ausgeglichen,1102650
buildings-1,3,3.292971,r,2,True,bunt,1730820
women-portrait,4,1.853666,b,2,False,dominant,1673259
protrait-man,3,2.566639,b,16,False,ausgeglichen,983930
chameleon,5,1.640143,b,2,False,dominant,1770933
sunflower,3,2.638793,r,8,True,dominant,1677477
chameleon,2,3.299552,g,32,True,dominant,1563034
parrot-1,3,2.615429,r,8,True,dominant,1378776
sunflower,4,2.674394,b,64,False,dominant,1481298
sunflower,4,2.119634,b,8,False,dominant,1642842
landscape-mountains-1,3,3.461124,r,16,False,bunt,1760551
sunflower,3,2.589525,g,2,True,dominant,1799423
landscape-mountains-1,4,6.556828,g,2,True,bunt,1974709
chameleon,3,27.687523,r,64,False,dominant,1501954
parrot-1,4,7.833008,g,2,False,dominant,1487599
boy,2,2.771199,r,32,True,ausgeglichen,1724988
landscape-mountains-1,4,4.823712,b,16,True,bunt,1782109
women-portrait-blue,4,2.185315,g,2,False,dominant,1623040
buildings-1,4,2.648584,b,2,True,bunt,1732860
women-portrait,1,2.418572,r,64,True,dominant,1388210
colorful-flowers,4,4.766618,b,16,True,bunt,1701535
colorful-flowers,3,24.670603,g,16,True,bunt,1806067
colorful-flowers,1,1.678032,r,64,True,bunt,1687900
protrait-man,1,1.055965,g,64,False,ausgeglichen,954435
protrait-man,1,4.613601,r,64,False,ausgeglichen,929575
women-portrait-blue,5,3.892021,r,2,False,dominant,1596626
boy,5,9.325581,n,0,False,ausgeglichen,3613333
buildings-1,4,2.552934,n,0,False,bunt,3614372
colorful-flowers,4,3.935367,n,0,False,bunt,3615135
chameleon,5,2.130302,n,0,False,dominant,3612735
women-portrait,5,3.043586,n,0,False,dominant,3612827
parrot-1,3,3.507433,n,0,False,dominant,3613869
protrait-man,3,4.71331,n,0,False,ausgeglichen,3611150
sunflower,4,2.548915,n,0,False,dominant,3615358
women-portrait-blue,5,5.675368,n,0,False,dominant,3611479
landscape-mountains-1,4,2.748462,n,0,False,bunt,3612553
chameleon,5,2.802125,r,16,False,dominant,1602827
sunflower,3,2.718286,g,32,True,dominant,1575103
protrait-man,1,1.767704,r,32,False,ausgeglichen,955805
chameleon,5,1.692806,g,8,True,dominant,1674493
chameleon,5,2.004611,b,32,False,dominant,1526202
protrait-man,3,1.849137,g,8,False,ausgeglichen,1057146
chameleon,3,2.536306,g,32,True,dominant,1563034
landscape-mountains-1,4,1.898468,g,8,True,bunt,1867469
chameleon,5,1.908698,b,2,False,dominant,1770933
boy,4,2.391364,g,16,False,ausgeglichen,1826677
protrait-man,4,1.991921,b,2,False,ausgeglichen,1098420
women-portrait-blue,5,1.341898,g,2,False,dominant,1623040
boy,1,4.134833,g,32,False,ausgeglichen,1755699
women-portrait,5,2.216619,r,16,True,dominant,1489510
colorful-flowers,5,2.603606,b,64,True,bunt,1607054
parrot-1,2,3.649431,r,32,True,dominant,1283118
landscape-mountains-1,5,1.467412,r,16,False,bunt,1760551
boy,5,1.225888,g,2,False,ausgeglichen,1986269
chameleon,5,0.852009,r,8,False,dominant,1656610
colorful-flowers,5,3.4783,g,2,True,bunt,1979529
protrait-man,1,1.515472,g,64,False,ausgeglichen,954435
women-portrait,5,1.916246,r,2,True,dominant,1668639
protrait-man,4,1.576702,b,16,False,ausgeglichen,983930
colorful-flowers,5,1.699633,g,8,True,bunt,1865947
parrot-1,1,1.498376,g,64,False,dominant,1286005
women-portrait-blue,5,1.550705,b,32,True,dominant,1411735
women-portrait,5,4.591528,b,2,False,dominant,1673259
landscape-mountains-1,4,7.060739,r,32,False,bunt,1697798
landscape-mountains-1,3,2.048895,r,64,False,bunt,1645847
boy,5,1.646168,b,16,True,ausgeglichen,1788808
colorful-flowers,5,1.970457,r,8,True,bunt,1858237
landscape-mountains-1,2,2.250242,b,32,True,bunt,1719559
colorful-flowers,5,1.002159,b,2,True,bunt,1948480
landscape-mountains-1,4,1.857408,b,8,True,bunt,1848711
protrait-man,3,1.676049,r,16,False,ausgeglichen,995100
women-portrait-blue,1,1.344367,g,64,False,dominant,1395146
sunflower,5,1.953411,r,16,True,dominant,1620613
parrot-1,4,1.469459,g,2,False,dominant,1487599
women-portrait,4,2.629817,g,16,False,dominant,1536851
women-portrait-blue,3,2.151888,g,16,False,dominant,1494707
women-portrait-blue,5,1.428742,r,16,False,dominant,1430798
colorful-flowers,2,1.818086,r,64,True,bunt,1687900
sunflower,5,1.049261,b,2,False,dominant,1782336
women-portrait-blue,3,4.709014,r,32,False,dominant,1376305
women-portrait,4,3.01603,b,32,False,dominant,1451947
landscape-mountains-1,2,1.864307,b,64,True,bunt,1666004
boy,2,1.837766,r,32,True,ausgeglichen,1724988
sunflower,5,1.182831,r,64,True,dominant,1521414
women-portrait-blue,5,1.930121,r,8,False,dominant,1481163
colorful-flowers,5,1.751829,r,16,True,bunt,1798205
buildings-1,4,2.579228,r,32,True,bunt,1501470
women-portrait-blue,3,2.217657,r,64,False,dominant,1334286
colorful-flowers,1,1.214731,g,64,True,bunt,1698274
parrot-1,1,0.837898,r,64,True,dominant,1248183
sunflower,5,1.146022,b,32,False,dominant,1519261
boy,1,1.103094,r,64,True,ausgeglichen,1665296
protrait-man,4,2.735773,b,8,False,ausgeglichen,1019660
boy,5,0.980805,r,16,True,ausgeglichen,1792184
chameleon,5,1.440492,b,64,False,dominant,1484135
women-portrait,1,1.081,g,32,False,dominant,1478226
boy,5,0.900901,b,32,True,ausgeglichen,1724880
women-portrait,1,0.889629,b,64,False,dominant,1405429
colorful-flowers,5,1.127745,g,16,True,bunt,1806067
women-portrait-blue,2,1.408293,b,64,True,dominant,1379057
buildings-1,4,3.32572,r,2,True,bunt,1730820
parrot-1,5,2.091089,b,16,False,dominant,1326265
sunflower,2,5.615636,g,64,True,dominant,1524907
buildings-1,2,1.303305,g,32,False,bunt,1540870
chameleon,5,2.243429,g,2,True,dominant,1780385
buildings-1,4,1.630137,r,8,True,bunt,1613539
women-portrait-blue,5,1.474749,g,8,False,dominant,1533223
women-portrait,4,3.215875,g,8,False,dominant,1593928
parrot-1,4,2.565509,r,2,True,dominant,1476590
chameleon,4,0.890612,b,16,False,dominant,1577943
women-portrait,2,1.201148,r,64,True,dominant,1388210
women-portrait,5,1.319893,b,8,False,dominant,1566554
buildings-1,2,1.065538,g,2,False,bunt,1742597
landscape-mountains-1,1,1.198661,g,32,True,bunt,1743767
protrait-man,1,0.986784,b,64,False,ausgeglichen,917447
protrait-man,1,0.753709,b,32,False,ausgeglichen,947520
colorful-flowers,5,1.377169,r,32,True,bunt,1737132
colorful-flowers,5,0.992968,b,8,True,bunt,1773313
protrait-man,1,0.898446,r,64,False,ausgeglichen,929575
colorful-flowers,5,1.156838,b,16,True,bunt,1701535
buildings-1,2,1.143809,b,2,True,bunt,1732860
parrot-1,4,1.587099,b,2,False,dominant,1474967
sunflower,5,3.631896,b,64,False,dominant,1481298
boy,5,1.404293,b,8,True,ausgeglichen,1846232
landscape-mountains-1,5,1.682942,b,16,True,bunt,1782109
buildings-1,1,1.928441,r,64,True,bunt,1462046
protrait-man,1,0.754717,g,16,False,ausgeglichen,1021255
women-portrait-blue,4,1.454248,b,2,True,dominant,1622899
chameleon,1,2.562314,g,64,True,dominant,1517897
chameleon,5,2.318055,r,32,False,dominant,1549741
boy,1,1.270386,g,64,False,ausgeglichen,1697505
colorful-flowers,5,1.479919,r,2,True,bunt,1976069
buildings-1,1,0.875665,g,64,False,bunt,1504452
parrot-1,2,1.968336,b,8,False,dominant,1376723
women-portrait-blue,5,1.417489,r,2,False,dominant,1596626
boy,5,1.239491,r,2,True,ausgeglichen,1970444
protrait-man,5,1.034294,r,8,False,ausgeglichen,1027811
chameleon,5,2.083414,g,16,True,dominant,1620124
boy,5,1.070183,b,2,True,ausgeglichen,1967649
sunflower,5,0.86619,g,8,True,dominant,1692156
buildings-1,4,1.759236,b,8,True,bunt,1620062
chameleon,5,1.909065,b,8,False,dominant,1636571
sunflower,5,0.938405,g,2,True,dominant,1799423
sunflower,5,1.219618,r,32,True,dominant,1563355
parrot-1,4,2.234531,b,64,False,dominant,1245966
parrot-1,3,1.199307,g,16,False,dominant,1361433
colorful-flowers,2,2.240586,g,32,True,bunt,1745745
parrot-1,4,1.34689,b,32,False,dominant,1279196
women-portrait,5,1.315145,r,8,True,dominant,1548721
colorful-flowers,4,1.203739,b,32,True,bunt,1650075
boy,5,1.427158,g,8,False,ausgeglichen,1885348
buildings-1,5,1.284635,r,16,True,bunt,1554914
parrot-1,5,2.27062,r,16,True,dominant,1328697
landscape-mountains-1,1,1.048349,g,64,True,bunt,1693941
sunflower,5,0.873702,r,8,True,dominant,1677477
parrot-1,1,1.590212,g,32,False,dominant,1316312
buildings-1,1,0.997977,g,16,False,bunt,1586216
chameleon,4,1.726447,r,2,False,dominant,1774469
buildings-1,3,5.152564,g,8,False,bunt,1639884
women-portrait,5,1.831065,g,2,False,dominant,1686824
sunflower,5,0.79477,r,2,True,dominant,1794731
chameleon,5,1.942127,r,64,False,dominant,1501954
buildings-1,2,1.521504,b,32,True,bunt,1512992
women-portrait,4,3.433619,b,16,False,dominant,1512537
parrot-1,3,1.697519,g,8,False,dominant,1409332
landscape-mountains-1,5,1.482492,r,2,False,bunt,1959463
boy,1,1.505338,b,64,True,ausgeglichen,1667838
protrait-man,5,1.179511,g,2,False,ausgeglichen,1120786
sunflower,5,0.743683,b,16,False,dominant,1577758
parrot-1,5,1.01201,r,8,True,dominant,1378776
protrait-man,1,0.81737,g,32,False,ausgeglichen,988913
sunflower,5,0.74883,b,8,False,dominant,1642842
sunflower,5,1.566332,g,16,True,dominant,1630932
buildings-1,2,17.551909,b,16,True,bunt,1568876
women-portrait,1,0.906634,r,32,True,dominant,1432515
landscape-mountains-1,5,1.682072,b,2,True,bunt,1966749
buildings-1,5,1.875236,b,64,True,bunt,1464487
boy,5,0.956524,r,8,True,ausgeglichen,1854167
women-portrait-blue,5,1.886511,b,8,True,dominant,1517539
protrait-man,5,0.890851,r,2,False,ausgeglichen,1102650
women-portrait,1,0.830993,g,64,False,dominant,1434450
women-portrait-blue,5,1.325541,b,16,True,dominant,1470592
landscape-mountains-1,3,1.634813,g,16,True,bunt,1802081
women-portrait-blue,5,0.672106,g,32,False,dominant,1430156
landscape-mountains-1,5,3.158118,r,8,False,bunt,1825728
landscape-mountains-1,5,1.764961,g,2,True,bunt,1974709
sunflower,4,6.591253,n,0,False,dominant,3615358
landscape-mountains-1,5,2.954028,n,0,False,bunt,3612553
protrait-man,3,2.712603,n,0,False,ausgeglichen,3611150
boy,4,1.926509,n,0,False,ausgeglichen,3613333
parrot-1,4,2.169328,n,0,False,dominant,3613869
colorful-flowers,5,1.957517,n,0,False,bunt,3615135
chameleon,5,1.181499,n,0,False,dominant,3612735
women-portrait-blue,5,1.67857,n,0,False,dominant,3611479
women-portrait,5,1.098211,n,0,False,dominant,3612827
buildings-1,4,2.823907,n,0,False,bunt,3614372
chameleon,2,45.378081,g,64,True,dominant,1517897
women-portrait,4,19.144678,g,8,False,dominant,1593928
buildings-1,3,5.316546,b,32,True,bunt,1512992
boy,5,1.956456,r,8,True,ausgeglichen,1854167
landscape-mountains-1,5,2.155765,b,16,True,bunt,1782109
protrait-man,4,1.24566,r,16,False,ausgeglichen,995100
women-portrait-blue,3,3.636845,b,64,True,dominant,1379057
chameleon,4,3.101677,g,16,True,dominant,1620124
sunflower,5,1.700178,b,2,False,dominant,1782336
boy,5,2.847281,g,8,False,ausgeglichen,1885348
buildings-1,5,4.350307,r,8,True,bunt,1613539
parrot-1,3,2.196605,r,32,True,dominant,1283118
colorful-flowers,4,1.560619,b,32,True,bunt,1650075
sunflower,4,2.569737,g,16,True,dominant,1630932
colorful-flowers,3,1.560573,r,2,True,bunt,1976069
sunflower,4,2.126143,b,8,False,dominant,1642842
boy,4,2.108179,b,32,True,ausgeglichen,1724880
sunflower,4,1.420628,g,2,True,dominant,1799423
sunflower,4,6.179234,r,16,True,dominant,1620613
landscape-mountains-1,5,1.542321,g,8,True,bunt,1867469
women-portrait-blue,4,1.632496,b,16,True,dominant,1470592
chameleon,4,3.425093,r,64,False,dominant,1501954
parrot-1,3,2.662001,g,32,False,dominant,1316312
women-portrait,2,19.270726,r,64,True,dominant,1388210
buildings-1,4,6.282837,b,64,True,bunt,1464487
boy,5,1.819605,b,8,True,ausgeglichen,1846232
women-portrait,3,7.674799,r,32,True,dominant,1432515
parrot-1,1,3.231514,g,64,False,dominant,1286005
women-portrait-blue,2,10.931565,r,64,False,dominant,1334286
parrot-1,4,1.954885,b,2,False,dominant,1474967
colorful-flowers,3,1.885923,b,16,True,bunt,1701535
landscape-mountains-1,2,1.746773,b,64,True,bunt,1666004
boy,3,2.848753,r,32,True,ausgeglichen,1724988
women-portrait,4,2.95188,b,8,False,dominant,1566554
protrait-man,2,1.212348,r,64,False,ausgeglichen,929575
boy,4,1.530336,g,16,False,ausgeglichen,1826677
sunflower,2,1.273567,g,64,True,dominant,1524907
parrot-1,4,1.191898,g,8,False,dominant,1409332
women-portrait-blue,4,2.708205,b,8,True,dominant,1517539
chameleon,5,1.560442,b,8,False,dominant,1636571
colorful-flowers,2,1.192971,g,32,True,bunt,1745745
chameleon,4,1.494207,b,2,False,dominant,1770933
boy,2,1.286974,b,64,True,ausgeglichen,1667838
sunflower,4,2.166767,r,32,True,dominant,1563355
buildings-1,3,6.820453,r,16,True,bunt,1554914
sunflower,4,2.05733,r,2,True,dominant,1794731
women-portrait,4,1.709852,b,16,False,dominant,1512537
chameleon,3,1.09742,b,16,False,dominant,1577943
landscape-mountains-1,2,1.058572,g,64,True,bunt,1693941
colorful-flowers,2,0.677009,g,64,True,bunt,1698274
protrait-man,3,2.030886,r,2,False,ausgeglichen,1102650
protrait-man,3,0.850852,b,8,False,ausgeglichen,1019660
sunflower,4,1.097236,b,64,False,dominant,1481298
chameleon,4,6.30743,b,32,False,dominant,1526202
parrot-1,2,1.118541,b,32,False,dominant,1279196
protrait-man,3,1.790334,b,2,False,ausgeglichen,1098420
protrait-man,1,1.193864,g,64,False,ausgeglichen,954435
sunflower,3,1.554734,r,64,True,dominant,1521414
landscape-mountains-1,4,1.742404,b,8,True,bunt,1848711
women-portrait,2,1.191712,g,16,False,dominant,1536851
women-portrait-blue,2,1.964464,r,32,False,dominant,1376305
buildings-1,3,2.543179,b,8,True,bunt,1620062
parrot-1,2,2.206436,g,16,False,dominant,1361433
buildings-1,3,2.608468,r,2,True,bunt,1730820
boy,4,3.877809,r,2,True,ausgeglichen,1970444
colorful-flowers,3,2.362147,b,8,True,bunt,1773313
parrot-1,2,1.802874,r,64,True,dominant,1248183
women-portrait-blue,3,2.70418,r,16,False,dominant,1430798
sunflower,4,1.236926,b,16,False,dominant,1577758
landscape-mountains-1,2,1.262546,g,32,True,bunt,1743767
protrait-man,3,3.150011,r,8,False,ausgeglichen,1027811
sunflower,4,0.936397,g,8,True,dominant,1692156
women-portrait,3,3.722354,r,16,True,dominant,1489510
women-portrait-blue,5,1.742123,r,2,False,dominant,1596626
sunflower,4,2.013142,b,32,False,dominant,1519261
women-portrait,5,4.97046,b,32,False,dominant,1451947
landscape-mountains-1,2,1.574302,g,16,True,bunt,1802081
protrait-man,1,0.982261,b,64,False,ausgeglichen,917447
chameleon,2,1.327128,g,32,True,dominant,1563034
chameleon,3,1.992869,r,32,False,dominant,1549741
landscape-mountains-1,4,1.695242,g,2,True,bunt,1974709
protrait-man,2,1.493061,g,8,False,ausgeglichen,1057146
buildings-1,1,1.139532,g,16,False,bunt,1586216
colorful-flowers,2,1.898809,g,8,True,bunt,1865947
boy,1,1.279453,g,64,False,ausgeglichen,1697505
buildings-1,4,1.252255,b,2,True,bunt,1732860
boy,4,2.926971,b,2,True,ausgeglichen,1967649
women-portrait,4,1.160921,r,8,True,dominant,1548721
boy,4,0.786015,b,16,True,ausgeglichen,1788808
boy,4,1.555858,r,16,True,ausgeglichen,1792184
buildings-1,1,1.031697,g,32,False,bunt,1540870
protrait-man,1,0.744478,b,32,False,ausgeglichen,947520
buildings-1,3,2.443745,g,2,False,bunt,1742597
colorful-flowers,4,1.338221,r,16,True,bunt,1798205
colorful-flowers,4,1.909029,g,16,True,bunt,1806067
women-portrait-blue,4,1.11255,g,2,False,dominant,1623040
landscape-mountains-1,5,1.376997,b,2,True,bunt,1966749
women-portrait-blue,2,4.143279,g,16,False,dominant,1494707
buildings-1,4,1.487514,r,32,True,bunt,1501470
colorful-flowers,4,2.41999,g,2,True,bunt,1979529
boy,1,1.939053,r,64,True,ausgeglichen,1665296
protrait-man,1,0.766115,g,16,False,ausgeglichen,1021255
landscape-mountains-1,5,1.876856,r,8,False,bunt,1825728
protrait-man,2,1.745956,r,32,False,ausgeglichen,955805
boy,1,0.795899,g,32,False,ausgeglichen,1755699
women-portrait,4,1.976089,b,2,False,dominant,1673259
sunflower,2,1.149235,g,32,True,dominant,1575103
parrot-1,2,2.290292,b,16,False,dominant,1326265
parrot-1,4,3.369544,g,2,False,dominant,1487599
women-portrait,2,8.644314,b,64,False,dominant,1405429
chameleon,3,6.117927,b,64,False,dominant,1484135
chameleon,4,1.228326,r,8,False,dominant,1656610
chameleon,5,1.506633,g,2,True,dominant,1780385
parrot-1,2,3.836282,r,2,True,dominant,1476590
landscape-mountains-1,1,1.83203,b,32,True,bunt,1719559
buildings-1,3,1.877944,b,16,True,bunt,1568876
buildings-1,1,0.868788,g,64,False,bunt,1504452
chameleon,5,6.816526,r,2,False,dominant,1774469
landscape-mountains-1,5,1.616032,r,2,False,bunt,1959463
colorful-flowers,4,1.664584,r,8,True,bunt,1858237
women-portrait,1,0.916693,g,32,False,dominant,1478226
women-portrait,1,1.022062,g,64,False,dominant,1434450
landscape-mountains-1,4,1.887574,r,16,False,bunt,1760551
women-portrait-blue,4,2.605096,r,8,False,dominant,1481163
sunflower,4,1.236269,r,8,True,dominant,1677477
